0	0.0	0.0	0.0
1	4.866064516793165e-15	0.0	0.0
2	2.0402132204399993e-14	2.109436814513403e-17	1.5340113598073038e-15
3	6.3294189838293734e-15	3.5091435029574467e-16	5.970648002108788e-16
4	1.9631502225100757e-14	1.76913458283069e-16	8.422761855551598e-16
5	8.568069459587194e-15	1.3889130485987775e-16	8.55469718680476e-16
6	1.9819577909858664e-14	1.9848751543968193e-16	1.0046552264728817e-15
7	9.745722494844866e-15	1.8988088257455089e-16	7.832029127796545e-16
8	2.3528615376615593e-14	2.3673903199692526e-16	8.95416765764902e-16
9	1.2580106330077936e-14	2.5990344734485715e-16	7.05412395174785e-16
10	2.2456687540640725e-14	3.7943959703489307e-16	7.294722320705999e-16
11	1.3029880134088502e-14	3.131037636095468e-16	6.344224142544921e-16
12	2.0338339128846312e-14	4.825890566104984e-16	6.186850959867452e-16
13	1.3225138264523876e-14	3.544367320686767e-16	6.804083504378674e-16
14	2.1140668804118344e-14	5.012578464245999e-16	6.964178718061643e-16
15	1.3818328894284868e-14	4.482320724208301e-16	8.094182411791075e-16
16	1.9290381760658983e-14	6.541728844550078e-16	7.086723771196707e-16
17	1.3514757883218697e-14	5.424094225490159e-16	7.501197252662093e-16
18	1.7703805940424245e-14	7.215326013645341e-16	7.73910596364147e-16
19	1.32593902064217e-14	5.271188920795962e-16	7.251418249903554e-16
20	1.5689490395224205e-14	7.519015855588804e-16	6.583813894492618e-16
21	1.2867794578592504e-14	5.688031329030607e-16	6.213072384498388e-16
22	1.443772692094419e-14	8.578226448189879e-16	4.885198744793177e-16
23	1.1778091536251203e-14	6.839905335034152e-16	5.561254992144507e-16
24	1.1806764073600428e-14	8.919402301648536e-16	4.545728601493479e-16
25	9.970026337299725e-15	7.919793585612133e-16	4.008435746188656e-16
26	1.107527993413915e-14	8.980839168124309e-16	5.126877670929424e-16
27	9.262407328419306e-15	7.976276899352789e-16	6.314070262067835e-16
28	1.0890926916932172e-14	1.017207926717641e-15	6.349792037719193e-16
29	9.261289186533981e-15	8.017047379141076e-16	5.988585547496555e-16
30	9.008610028876255e-15	1.1271322213225727e-15	6.442067731899415e-16
31	8.904612197047917e-15	8.916295509549817e-16	7.169308041943234e-16
32	8.186065323643854e-15	1.1852777580401122e-15	8.514315129673629e-16
33	8.053431594868998e-15	9.79506002915395e-16	8.022647923698046e-16
34	6.989644835221712e-15	1.1591388496797554e-15	7.617813782769892e-16
35	7.7951095336642e-15	1.0846374737891197e-15	8.676861691408735e-16
36	6.274984749385606e-15	1.168522710412395e-15	9.183793983303495e-16
37	6.649302349885529e-15	1.1734146274244394e-15	9.135560523135595e-16
38	5.855380897482314e-15	1.1381388403579166e-15	8.863991426066884e-16
39	5.602432713861721e-15	1.220706806272461e-15	9.756682355983323e-16
40	4.926555384958495e-15	1.1481588388896178e-15	9.445275166091369e-16
41	5.069143398647893e-15	1.1531447055290002e-15	1.1880726414773187e-15
42	4.3243143948896315e-15	1.185208322087175e-15	1.0581107752798094e-15
43	4.4523466699131074e-15	1.1324112814799815e-15	1.2747150196213577e-15
44	3.797428372447018e-15	1.1794151355450643e-15	1.053150982502726e-15
45	4.184649550850016e-15	1.0931887377446896e-15	1.3937716275665628e-15
46	3.3770653093384217e-15	1.1809004120645299e-15	1.2237299014104585e-15
47	3.305363300885303e-15	1.16444151916762e-15	1.415388423734805e-15
48	2.928470180016674e-15	1.1666845169563406e-15	1.4406476637580023e-15
49	3.1741985646213815e-15	1.2319486779028711e-15	1.4708441045108992e-15
50	2.518783133410746e-15	1.0837591565039166e-15	1.4422532022257457e-15
51	2.5704927103279555e-15	1.1859395989452482e-15	1.583745431208223e-15
52	2.6458062371744767e-15	1.0553539445801047e-15	1.7597052703894027e-15
53	2.338609756125374e-15	1.0581571019878853e-15	1.8423979981990973e-15
54	2.2444610711087696e-15	1.1512099033322475e-15	1.779520739373051e-15
55	2.126792370687716e-15	1.0569452871362927e-15	1.999196881871753e-15
56	1.963516309540672e-15	1.0251551360457672e-15	1.8509472717414143e-15
57	1.7637774970450052e-15	9.659684552111344e-16	2.153233484324847e-15
58	1.6385259222994441e-15	1.0728371198745532e-15	1.942803614177279e-15
59	1.5518778495557535e-15	9.420097477878792e-16	2.129635947485503e-15
60	1.2938616223629182e-15	1.0070574280876855e-15	2.1213061220382218e-15
61	1.3757361263219765e-15	1.047198379934965e-15	2.194586333173804e-15
62	1.1647829876697864e-15	9.475230796484557e-16	2.2574559256429356e-15
63	1.1451552039905613e-15	8.752112153255292e-16	2.1678734135148085e-15
64	9.453430236081754e-16	8.672170612479585e-16	2.5431126070557557e-15
65	1.0761463983206672e-15	8.790124831974613e-16	2.336418570872707e-15
66	8.331232270260841e-16	8.580236007520769e-16	2.34925003190325e-15
67	7.909321440935945e-16	8.884162651706052e-16	2.707338273260752e-15
68	7.925567075989455e-16	8.405634954881079e-16	2.506750598417538e-15
69	6.577197005831934e-16	7.257813256633204e-16	2.5001591558984125e-15
70	5.695505135279309e-16	8.957069613589885e-16	2.4525190192192873e-15
71	5.479746349461468e-16	6.91416202264341e-16	2.5384716838423404e-15
72	4.611372398223344e-16	8.284744859468388e-16	2.4233212162401693e-15
73	4.932005975456447e-16	7.025899496477804e-16	2.4860067133873724e-15
74	4.141312201744642e-16	6.995637184242366e-16	2.9590652311072872e-15
75	4.750478855228511e-16	6.648393452141788e-16	2.6036927078005594e-15
76	3.7126128332979865e-16	6.302510504039951e-16	2.7650077208755807e-15
77	3.758539950849064e-16	7.019299519482151e-16	2.7686391605258536e-15
